id,split_1,split_2,split_3,is_teenager,num_segments,views,clicks,ctr
4826,B,A,A,1,11,53,1,0.018867924528301886
4827,A,B,B,0,19,57,0,0.0
4828,B,B,B,1,5,5,0,0.0
4829,A,B,A,0,5,18,2,0.1111111111111111
4830,A,B,A,0,12,56,1,0.017857142857142856
4831,B,A,B,1,12,51,1,0.0196078431372549
4832,B,B,B,1,4,3,0,0.0
4833,B,A,A,1,3,5,0,0.0
4834,A,A,B,0,18,64,0,0.0
4835,B,B,B,1,14,62,1,0.016129032258064516
4836,A,A,B,0,10,46,2,0.043478260869565216
4837,A,B,A,0,11,50,2,0.04
4838,A,B,B,0,13,56,1,0.017857142857142856
4839,A,B,A,0,18,59,0,0.0
4840,B,A,A,1,2,3,0,0.0
4841,A,A,A,0,6,19,1,0.05263157894736842
4842,A,A,B,0,3,24,4,0.16666666666666666
4843,B,B,A,1,9,64,1,0.015625
4844,A,B,A,0,9,48,1,0.020833333333333332
4845,B,B,A,1,3,7,0,0.0
4846,A,B,A,0,3,8,0,0.0
4847,A,B,B,0,17,51,0,0.0
4848,B,A,A,1,3,4,0,0.0
4849,A,A,A,0,2,3,0,0.0
4850,A,B,A,0,6,42,1,0.023809523809523808
4851,A,B,B,0,10,55,1,0.01818181818181818
4852,B,A,B,1,5,45,1,0.022222222222222223
4853,A,B,B,0,6,19,3,0.15789473684210525
4854,B,B,A,1,4,7,0,0.0
4855,B,A,B,1,9,40,1,0.025
4856,B,A,A,1,2,7,0,0.0
4857,B,B,A,1,3,3,0,0.0
4858,B,A,A,1,3,6,0,0.0
4859,A,B,A,0,6,10,0,0.0
4860,B,A,B,1,3,3,0,0.0
4861,B,A,A,1,3,5,0,0.0
4862,B,B,B,1,2,4,0,0.0
4863,B,A,A,1,6,16,2,0.125
4864,A,A,B,0,12,44,1,0.022727272727272728
4865,B,B,A,1,4,7,0,0.0
4866,A,A,B,0,5,18,2,0.1111111111111111
4867,B,B,B,1,2,6,0,0.0
4868,A,A,B,0,13,50,0,0.0
4869,B,A,A,1,2,3,0,0.0
4870,A,A,A,0,11,60,0,0.0
4871,A,A,B,0,13,58,0,0.0
4872,B,B,A,1,3,6,0,0.0
4873,A,B,B,0,7,44,1,0.022727272727272728
4874,B,A,B,1,3,4,0,0.0
4875,B,B,B,1,16,61,0,0.0
4876,A,B,B,0,3,7,0,0.0
4877,A,A,A,0,14,55,0,0.0
4878,A,B,A,0,12,52,0,0.0
4879,B,B,A,1,2,2,0,0.0
4880,A,B,A,0,6,27,4,0.14814814814814814
4881,B,B,B,1,3,4,0,0.0
4882,A,B,A,0,3,8,0,0.0
4883,B,B,B,1,4,5,0,0.0
4884,B,A,A,1,3,6,0,0.0
4885,A,B,B,0,10,40,1,0.025
4886,B,A,B,1,2,4,0,0.0
4887,B,B,A,0,15,57,2,0.03508771929824561
4888,B,B,B,1,12,44,0,0.0
4889,A,A,B,0,3,21,0,0.0
4890,B,B,B,1,3,8,0,0.0
4891,A,A,A,0,5,20,3,0.15
4892,B,A,B,1,6,51,0,0.0
4893,B,A,B,1,3,3,0,0.0
4894,A,B,B,0,9,26,1,0.038461538461538464
4895,A,B,B,0,7,12,0,0.0
4896,A,B,B,0,18,54,0,0.0
4897,A,A,A,0,16,53,0,0.0
4898,A,A,A,0,17,50,0,0.0
4899,A,A,B,0,15,61,0,0.0
4900,B,B,B,1,2,3,0,0.0
4901,A,A,B,0,8,52,0,0.0
4902,A,B,A,0,12,58,0,0.0
4903,A,A,A,0,5,26,1,0.038461538461538464
4904,A,B,A,0,3,3,0,0.0
4905,A,A,A,0,3,5,0,0.0
4906,B,A,B,0,12,38,2,0.05263157894736842
4907,A,A,B,0,17,45,0,0.0
4908,B,A,B,1,3,5,0,0.0
4909,A,B,B,0,13,59,0,0.0
4910,A,B,B,0,12,49,1,0.02040816326530612
4911,B,B,A,1,3,3,0,0.0
4912,B,B,B,0,11,53,1,0.018867924528301886
4913,A,B,A,0,15,54,0,0.0
4914,B,A,B,1,2,4,0,0.0
4915,B,A,B,1,4,6,0,0.0
4916,A,A,A,0,12,54,1,0.018518518518518517
4917,B,B,A,1,10,49,0,0.0
4918,A,B,B,0,8,27,5,0.18518518518518517
4919,B,B,A,1,3,7,0,0.0
4920,B,A,A,1,3,6,0,0.0
4921,A,B,B,0,12,45,1,0.022222222222222223
4922,A,A,A,0,9,55,1,0.01818181818181818
4923,A,A,A,0,14,59,0,0.0
4924,B,A,A,1,11,56,1,0.017857142857142856
4925,A,A,B,0,3,4,0,0.0
4926,A,B,B,0,14,54,1,0.018518518518518517
4927,A,A,B,0,3,3,0,0.0
4928,B,B,A,1,5,4,0,0.0
4929,A,A,A,0,11,48,0,0.0
4930,B,A,B,1,3,3,0,0.0
4931,A,A,B,0,4,5,0,0.0
4932,A,A,B,0,6,24,0,0.0
4933,B,A,A,1,3,8,0,0.0
4934,B,A,A,1,12,55,3,0.05454545454545454
4935,A,A,B,0,3,4,0,0.0
4936,A,B,B,0,9,51,1,0.0196078431372549
4937,B,A,B,1,13,48,0,0.0
4938,A,A,A,0,11,39,1,0.02564102564102564
4939,B,A,B,1,2,6,0,0.0
4940,B,B,A,1,4,5,0,0.0
4941,B,A,A,1,2,6,0,0.0
4942,B,A,B,1,12,51,1,0.0196078431372549
4943,A,B,B,0,10,51,0,0.0
4944,A,B,A,0,10,46,0,0.0
4945,B,B,A,1,12,50,0,0.0
4946,B,B,B,1,16,60,1,0.016666666666666666
4947,B,A,A,1,13,32,3,0.09375
4948,A,A,B,0,13,49,0,0.0
4949,B,A,A,1,17,50,0,0.0
4950,B,B,B,1,2,5,0,0.0
4951,A,A,B,0,10,44,0,0.0
4952,A,B,B,0,12,47,1,0.02127659574468085
4953,B,A,A,1,3,4,0,0.0
4954,A,A,A,0,3,23,2,0.08695652173913043
4955,A,A,B,0,3,3,0,0.0
4956,B,A,B,1,3,5,0,0.0
4957,A,A,B,0,9,30,1,0.03333333333333333
4958,A,B,A,0,15,68,2,0.029411764705882353
4959,B,B,B,1,2,4,0,0.0
4960,A,B,B,0,9,47,2,0.0425531914893617
4961,A,B,B,0,3,5,0,0.0
4962,B,B,B,1,3,4,0,0.0
4963,A,B,B,0,9,54,1,0.018518518518518517
4964,A,A,B,0,12,51,1,0.0196078431372549
4965,A,A,A,0,12,49,1,0.02040816326530612
4966,B,A,A,1,4,8,0,0.0
4967,B,A,B,1,2,4,0,0.0
4968,A,B,B,0,16,59,1,0.01694915254237288
4969,A,A,B,0,16,46,0,0.0
4970,A,B,B,0,7,41,0,0.0
4971,A,B,A,0,12,53,0,0.0
4972,B,B,A,1,5,6,0,0.0
4973,B,A,A,1,3,3,0,0.0
4974,A,A,B,0,4,24,3,0.125
4975,A,A,A,0,11,48,0,0.0
4976,B,A,B,1,4,8,0,0.0
4977,B,A,A,1,4,3,0,0.0
4978,A,A,B,0,12,46,1,0.021739130434782608
4979,B,A,A,1,17,59,0,0.0
4980,B,B,B,1,8,41,2,0.04878048780487805
4981,B,A,B,1,8,49,0,0.0
4982,B,A,B,1,3,6,0,0.0
4983,B,B,B,1,11,52,1,0.019230769230769232
4984,B,B,B,1,2,6,0,0.0
4985,A,A,B,0,4,21,3,0.14285714285714285
4986,A,A,B,0,8,49,0,0.0
4987,B,B,A,1,13,57,0,0.0
4988,B,B,B,1,8,46,0,0.0
4989,A,A,B,0,13,46,0,0.0
4990,A,B,A,0,19,54,1,0.018518518518518517
4991,A,B,B,0,8,56,2,0.03571428571428571
4992,B,A,A,1,12,60,1,0.016666666666666666
4993,B,B,A,1,12,53,0,0.0
4994,B,A,A,1,4,6,0,0.0
4995,B,A,A,1,3,5,0,0.0
4996,A,A,B,0,17,55,0,0.0
4997,A,B,A,0,15,50,1,0.02
4998,A,A,B,0,11,48,0,0.0
4999,A,A,A,0,9,35,3,0.08571428571428572
5000,B,A,B,1,11,49,1,0.02040816326530612
5001,B,A,B,1,4,6,0,0.0
5002,B,A,A,1,2,3,0,0.0
5003,B,A,B,1,2,4,0,0.0
5004,B,B,A,1,3,6,0,0.0
5005,A,B,B,0,13,46,2,0.043478260869565216
5006,B,A,A,1,10,38,0,0.0
5007,A,B,A,0,2,4,0,0.0
5008,B,B,B,1,3,5,0,0.0
5009,B,A,B,1,20,60,0,0.0
5010,B,B,B,1,2,4,0,0.0
5011,A,A,A,0,12,48,1,0.020833333333333332
5012,B,A,A,1,4,6,0,0.0
5013,A,A,B,0,3,7,0,0.0
5014,A,A,A,0,14,61,0,0.0
5015,B,B,A,1,2,4,0,0.0
5016,A,B,A,0,5,11,0,0.0
5017,B,B,A,1,11,58,2,0.034482758620689655
5018,A,B,A,0,11,49,1,0.02040816326530612
5019,A,A,A,0,12,49,2,0.04081632653061224
5020,A,A,B,0,6,24,2,0.08333333333333333
5021,B,A,A,1,14,68,1,0.014705882352941176
5022,B,A,A,1,2,4,0,0.0
5023,B,B,A,1,3,7,0,0.0
5024,A,B,A,0,9,49,0,0.0
5025,A,A,A,0,8,53,0,0.0
5026,B,B,A,1,4,6,0,0.0
5027,A,A,A,0,5,25,3,0.12
5028,A,B,B,0,2,4,0,0.0
5029,A,B,B,0,5,45,0,0.0
5030,B,B,A,1,2,2,0,0.0
5031,A,B,B,0,11,49,0,0.0
5032,A,A,A,0,4,4,0,0.0
5033,B,A,B,1,2,5,0,0.0
5034,B,B,A,1,2,9,0,0.0
5035,B,A,A,1,11,44,0,0.0
5036,A,A,B,0,6,8,0,0.0
5037,A,B,B,0,10,51,1,0.0196078431372549
5038,B,A,A,1,3,3,0,0.0
5039,B,B,A,1,5,5,0,0.0
5040,A,A,A,0,13,51,0,0.0
5041,A,A,A,0,7,27,2,0.07407407407407407
5042,B,A,B,1,4,6,0,0.0
5043,A,A,B,0,7,45,0,0.0
5044,A,A,B,0,4,3,0,0.0
5045,B,A,B,1,5,7,0,0.0
5046,B,B,B,1,4,8,0,0.0
5047,B,A,A,1,2,3,0,0.0
5048,B,B,B,1,2,8,0,0.0
5049,B,B,A,1,13,46,0,0.0
5050,A,A,A,0,11,58,1,0.017241379310344827
5051,B,B,B,1,7,40,1,0.025
5052,B,B,B,1,8,47,0,0.0
5053,A,B,B,0,9,43,1,0.023255813953488372
5054,A,B,A,0,10,47,2,0.0425531914893617
5055,B,A,B,1,4,3,0,0.0
5056,A,A,A,0,13,51,0,0.0
5057,B,A,B,1,12,54,0,0.0
5058,A,A,A,0,10,37,0,0.0
5059,A,A,A,0,3,4,0,0.0
5060,A,B,B,0,13,58,1,0.017241379310344827
5061,A,A,B,0,13,51,0,0.0
5062,B,B,A,1,4,5,0,0.0
5063,B,B,A,1,3,5,0,0.0
5064,A,B,A,0,15,54,1,0.018518518518518517
5065,B,A,B,1,13,51,1,0.0196078431372549
5066,B,A,A,1,10,53,0,0.0
5067,A,A,B,0,10,36,0,0.0
5068,B,B,A,1,3,5,0,0.0
5069,B,A,B,1,5,18,0,0.0
5070,A,A,A,0,7,28,4,0.14285714285714285
5071,B,A,B,1,2,3,0,0.0
5072,A,B,B,0,15,64,1,0.015625
5073,B,B,A,1,4,6,0,0.0
5074,A,B,A,0,3,5,0,0.0
5075,B,B,A,1,9,54,2,0.037037037037037035
5076,A,A,B,0,9,50,1,0.02
5077,B,B,B,1,3,6,0,0.0
5078,B,A,A,1,16,77,0,0.0
5079,B,B,B,1,6,18,1,0.05555555555555555
5080,B,B,A,1,2,4,0,0.0
5081,A,A,B,0,10,62,0,0.0
5082,A,A,A,0,11,47,0,0.0
5083,B,A,A,1,2,4,0,0.0
5084,B,A,A,1,4,5,0,0.0
5085,B,A,A,1,15,51,0,0.0
5086,A,A,A,0,3,5,0,0.0
5087,B,B,A,1,2,3,0,0.0
5088,B,A,B,1,2,4,0,0.0
5089,B,A,A,1,18,52,0,0.0
5090,A,A,B,0,3,2,0,0.0
5091,A,B,A,0,12,55,0,0.0
5092,A,A,A,0,15,55,1,0.01818181818181818
5093,A,A,A,0,18,57,1,0.017543859649122806
5094,A,A,A,0,10,47,0,0.0
5095,A,B,A,0,10,23,1,0.043478260869565216
5096,A,A,A,0,15,60,1,0.016666666666666666
5097,B,A,A,1,5,8,0,0.0
5098,B,A,A,1,3,3,0,0.0
5099,B,A,A,1,2,7,0,0.0
5100,B,B,B,1,2,4,0,0.0
5101,B,B,A,1,3,3,0,0.0
5102,B,A,B,1,4,6,0,0.0
5103,B,A,B,1,3,3,0,0.0
5104,A,A,A,0,15,55,0,0.0
5105,B,A,A,1,2,4,0,0.0
5106,B,B,A,1,4,5,0,0.0
5107,A,B,A,0,10,55,0,0.0
5108,B,B,B,1,3,5,0,0.0
5109,B,A,B,1,2,6,0,0.0
5110,A,A,B,0,10,49,0,0.0
5111,A,B,B,0,6,22,2,0.09090909090909091
5112,A,A,A,0,12,46,0,0.0
5113,B,A,A,1,14,56,0,0.0
5114,A,A,A,0,10,25,3,0.12
5115,B,A,B,1,2,3,0,0.0
5116,B,B,B,1,11,52,1,0.019230769230769232
5117,A,A,B,0,7,61,1,0.01639344262295082
5118,B,B,A,1,2,3,0,0.0
5119,B,B,A,1,3,3,0,0.0
5120,B,A,A,1,11,44,0,0.0
5121,A,B,A,0,10,46,0,0.0
5122,A,B,A,0,12,60,1,0.016666666666666666
5123,B,B,B,1,3,4,0,0.0
5124,A,B,B,0,11,39,2,0.05128205128205128
5125,A,A,B,0,7,29,3,0.10344827586206896
5126,B,B,B,1,2,7,0,0.0
5127,B,A,B,1,4,3,0,0.0
5128,B,B,A,1,3,6,0,0.0
5129,B,B,A,1,11,47,2,0.0425531914893617
5130,B,A,A,1,12,57,1,0.017543859649122806
5131,B,B,A,1,3,3,0,0.0
5132,B,B,A,1,3,8,0,0.0
5133,B,A,A,1,4,5,0,0.0
5134,A,B,B,0,9,48,0,0.0
5135,A,A,A,0,10,57,2,0.03508771929824561
5136,B,B,B,1,16,61,0,0.0
5137,A,B,A,0,9,39,0,0.0
5138,B,B,B,1,2,3,0,0.0
5139,A,B,A,0,13,53,2,0.03773584905660377
5140,A,A,A,0,11,51,1,0.0196078431372549
5141,A,B,A,0,6,15,1,0.06666666666666667
5142,B,A,B,1,4,4,0,0.0
5143,A,B,B,0,20,62,2,0.03225806451612903
5144,B,B,B,1,5,8,0,0.0
5145,B,B,B,1,8,19,5,0.2631578947368421
5146,B,A,A,1,4,8,0,0.0
5147,A,B,A,0,12,55,1,0.01818181818181818
5148,A,A,B,0,11,45,0,0.0
5149,B,A,B,1,2,5,0,0.0
5150,A,A,B,0,3,4,0,0.0
5151,B,A,A,1,3,3,0,0.0
5152,B,B,B,1,3,4,0,0.0
5153,B,A,B,1,4,5,0,0.0
5154,B,A,A,1,14,66,0,0.0
5155,A,A,A,0,17,60,0,0.0
5156,A,A,B,0,10,49,0,0.0
5157,B,A,A,1,3,5,0,0.0
5158,B,B,A,1,3,4,0,0.0
5159,A,A,B,0,5,18,2,0.1111111111111111
5160,A,B,B,0,9,41,1,0.024390243902439025
5161,B,B,B,1,2,5,0,0.0
5162,A,B,B,0,14,60,0,0.0
5163,A,A,B,0,3,2,0,0.0
5164,B,A,B,1,10,44,0,0.0
5165,A,A,A,0,3,5,0,0.0
5166,A,A,B,0,9,46,0,0.0
5167,B,B,B,1,9,47,1,0.02127659574468085
5168,A,B,A,0,17,58,0,0.0
5169,A,B,B,0,9,26,6,0.23076923076923078
5170,B,A,A,1,4,5,0,0.0
5171,B,A,B,1,3,3,0,0.0
5172,B,A,A,1,12,59,1,0.01694915254237288
5173,B,A,B,1,14,49,0,0.0
5174,A,A,B,0,11,58,1,0.017241379310344827
5175,B,A,B,1,2,4,0,0.0
5176,B,B,A,1,3,9,0,0.0
5177,B,B,A,1,4,8,0,0.0
5178,B,B,B,1,13,64,0,0.0
5179,B,B,B,0,11,41,0,0.0
5180,A,A,B,0,7,25,2,0.08
5181,A,A,A,0,9,52,2,0.038461538461538464
5182,B,B,B,1,2,4,0,0.0
5183,A,B,A,0,15,49,0,0.0
5184,A,B,B,0,13,50,1,0.02
5185,A,B,A,0,15,46,0,0.0
5186,B,A,A,1,14,55,1,0.01818181818181818
5187,A,A,A,0,13,57,0,0.0
5188,A,B,B,0,3,6,0,0.0
5189,B,A,A,1,2,5,0,0.0
5190,B,B,B,1,2,6,0,0.0
5191,A,A,B,0,9,52,1,0.019230769230769232
5192,B,A,B,1,16,47,0,0.0
5193,A,A,B,0,3,2,0,0.0
5194,B,B,A,0,3,7,0,0.0
5195,A,A,B,0,11,21,3,0.14285714285714285
5196,A,B,A,0,18,68,1,0.014705882352941176
5197,B,B,A,1,2,5,0,0.0
5198,A,A,A,0,13,57,0,0.0
5199,A,B,B,0,14,61,2,0.03278688524590164
5200,B,B,B,1,4,3,0,0.0
5201,A,A,B,0,15,71,1,0.014084507042253521
5202,B,B,B,1,3,6,0,0.0
5203,A,A,B,0,4,4,0,0.0
5204,A,B,A,0,11,53,1,0.018867924528301886
5205,B,B,B,1,21,55,0,0.0
5206,A,A,A,0,2,4,0,0.0
5207,B,A,B,1,2,4,0,0.0
5208,B,B,A,1,2,6,0,0.0
5209,B,A,A,1,11,53,2,0.03773584905660377
5210,A,A,A,0,15,53,0,0.0
5211,B,A,A,1,3,3,0,0.0
5212,A,A,A,0,5,25,2,0.08
5213,B,A,B,1,3,5,0,0.0
5214,A,A,A,0,13,44,0,0.0
5215,B,A,B,1,5,18,0,0.0
5216,B,B,B,1,10,43,1,0.023255813953488372
5217,A,A,A,0,15,56,2,0.03571428571428571
5218,B,A,B,1,3,8,0,0.0
5219,A,B,B,0,2,3,0,0.0
5220,B,A,B,1,2,6,0,0.0
5221,B,B,B,1,3,5,0,0.0
5222,A,A,A,0,15,53,0,0.0
5223,B,B,B,1,14,56,2,0.03571428571428571
5224,B,B,B,1,3,8,0,0.0
5225,B,B,B,1,9,57,2,0.03508771929824561
5226,B,A,A,0,12,44,1,0.022727272727272728
5227,A,B,B,0,2,5,0,0.0
5228,B,A,B,1,4,3,0,0.0
5229,B,B,B,1,16,54,1,0.018518518518518517
5230,B,A,B,1,3,4,0,0.0
5231,B,A,B,1,3,6,0,0.0
5232,A,A,A,0,9,43,1,0.023255813953488372
5233,B,A,B,1,2,3,0,0.0
5234,A,B,B,0,14,59,0,0.0
5235,A,A,A,0,6,24,1,0.041666666666666664
5236,B,B,A,1,4,7,0,0.0
5237,B,B,B,1,9,44,1,0.022727272727272728
5238,A,A,A,0,5,19,2,0.10526315789473684
5239,A,A,B,0,6,19,1,0.05263157894736842
5240,B,A,B,1,3,5,0,0.0
5241,B,A,A,1,2,3,0,0.0
5242,B,B,B,1,2,9,0,0.0
5243,B,A,B,1,4,7,0,0.0
5244,A,A,B,0,7,22,1,0.045454545454545456
5245,A,A,A,0,10,45,1,0.022222222222222223
5246,B,B,B,1,5,10,0,0.0
5247,A,B,A,0,15,59,0,0.0
5248,A,B,B,0,13,45,0,0.0
5249,B,A,B,1,3,6,0,0.0
5250,A,A,B,0,10,55,2,0.03636363636363636
5251,B,A,B,1,3,5,0,0.0
5252,A,B,B,0,13,50,0,0.0
5253,A,A,A,0,16,56,2,0.03571428571428571
5254,A,A,A,0,4,7,0,0.0
5255,A,B,B,0,12,43,1,0.023255813953488372
5256,B,B,A,1,8,57,0,0.0
5257,A,B,B,0,9,54,2,0.037037037037037035
5258,A,A,B,0,11,50,0,0.0
5259,A,A,A,0,15,47,0,0.0
5260,B,A,A,1,10,48,0,0.0
5261,B,B,A,1,2,3,0,0.0
5262,A,B,B,0,14,55,1,0.01818181818181818
5263,A,B,A,0,14,59,2,0.03389830508474576
5264,A,A,B,0,11,52,2,0.038461538461538464
5265,A,B,B,0,21,64,1,0.015625
5266,A,A,A,0,15,59,1,0.01694915254237288
5267,B,A,A,1,3,3,0,0.0
5268,A,B,B,0,15,57,0,0.0
5269,B,A,A,1,9,42,0,0.0
5270,B,B,A,1,11,48,3,0.0625
5271,A,A,B,0,4,4,0,0.0
5272,A,A,B,0,13,45,1,0.022222222222222223
5273,A,B,A,0,3,7,0,0.0
5274,A,B,B,0,15,61,1,0.01639344262295082
5275,B,B,A,1,15,57,1,0.017543859649122806
5276,B,B,B,1,2,3,0,0.0
5277,A,A,B,0,14,62,0,0.0
5278,B,A,B,1,2,3,0,0.0
5279,B,B,A,1,13,60,1,0.016666666666666666
5280,A,B,A,0,2,4,0,0.0
5281,A,A,A,0,7,15,3,0.2
5282,B,B,A,1,7,47,1,0.02127659574468085
5283,A,A,A,0,14,52,0,0.0
5284,A,B,A,0,8,44,1,0.022727272727272728
5285,A,A,B,0,9,53,1,0.018867924528301886
5286,A,B,A,0,3,12,0,0.0
5287,B,B,B,1,3,6,0,0.0
5288,B,A,A,1,5,7,0,0.0
5289,A,B,B,0,2,2,0,0.0
5290,B,B,A,1,4,4,0,0.0
5291,B,B,A,1,14,41,0,0.0
5292,B,A,A,1,2,3,0,0.0
5293,B,B,A,1,4,4,0,0.0
5294,B,A,B,1,2,5,0,0.0
5295,A,B,B,0,10,40,2,0.05
5296,B,B,A,1,3,7,0,0.0
5297,B,A,A,1,3,5,0,0.0
5298,A,B,A,0,13,39,0,0.0
5299,B,B,B,1,3,5,0,0.0
5300,A,A,A,0,15,50,0,0.0
5301,A,A,A,0,13,60,0,0.0
5302,B,B,A,1,3,7,0,0.0
5303,A,A,B,0,9,25,2,0.08
5304,B,B,B,1,2,3,0,0.0
5305,A,A,B,0,11,61,0,0.0
5306,B,B,B,1,2,7,0,0.0
5307,A,A,B,0,5,18,0,0.0
5308,B,B,A,1,2,3,0,0.0
5309,A,A,A,0,17,57,0,0.0
5310,A,B,A,0,12,50,1,0.02
5311,B,B,B,1,2,9,0,0.0
5312,B,A,A,1,3,6,0,0.0
5313,B,B,B,1,12,45,1,0.022222222222222223
5314,B,A,B,1,3,5,0,0.0
5315,B,A,B,1,15,47,0,0.0
5316,B,A,A,1,3,7,0,0.0
5317,A,A,A,0,8,22,0,0.0
5318,B,A,B,1,2,3,0,0.0
5319,A,B,A,0,10,54,3,0.05555555555555555
5320,B,A,A,1,13,45,0,0.0
5321,A,A,B,0,19,66,1,0.015151515151515152
5322,A,B,A,0,11,50,0,0.0
5323,A,B,B,0,14,55,1,0.01818181818181818
5324,B,A,B,1,2,5,0,0.0
5325,A,A,B,0,5,23,3,0.13043478260869565
5326,B,A,A,1,2,5,0,0.0
5327,A,A,A,0,2,3,0,0.0
5328,B,A,B,1,12,48,0,0.0
5329,B,B,B,1,3,7,0,0.0
5330,A,B,B,0,9,46,1,0.021739130434782608
5331,B,A,B,1,3,4,0,0.0
5332,A,B,B,0,7,24,3,0.125
5333,B,A,A,1,2,2,0,0.0
5334,B,A,B,1,3,3,0,0.0
5335,B,B,B,1,3,7,0,0.0
5336,B,B,A,1,2,3,0,0.0
5337,B,B,A,1,2,2,0,0.0
5338,A,B,A,0,14,54,2,0.037037037037037035
5339,B,A,B,1,3,5,0,0.0
5340,A,A,B,0,8,18,2,0.1111111111111111
5341,A,B,B,0,11,46,0,0.0
5342,B,B,A,0,15,51,1,0.0196078431372549
5343,A,B,A,0,14,61,1,0.01639344262295082
5344,A,B,B,0,6,15,3,0.2
5345,A,A,A,0,3,6,0,0.0
5346,B,B,A,1,3,6,0,0.0
5347,B,B,B,1,2,2,0,0.0
5348,B,B,B,1,3,6,0,0.0
5349,A,B,A,0,12,56,1,0.017857142857142856
5350,A,A,A,0,6,14,3,0.21428571428571427
5351,B,A,A,1,5,10,0,0.0
5352,A,B,B,0,8,60,2,0.03333333333333333
5353,A,B,B,0,7,22,2,0.09090909090909091
5354,B,A,A,1,3,8,0,0.0
5355,A,A,A,0,20,57,1,0.017543859649122806
5356,A,A,B,0,16,67,0,0.0
5357,B,A,A,1,2,5,0,0.0
5358,A,A,B,0,8,53,1,0.018867924528301886
5359,A,A,B,0,4,5,0,0.0
5360,B,A,B,1,3,4,0,0.0
5361,A,A,B,0,12,50,0,0.0
5362,A,A,A,0,3,22,4,0.18181818181818182
5363,B,B,B,1,10,48,1,0.020833333333333332
5364,B,B,A,1,2,4,0,0.0
5365,A,B,A,0,4,21,2,0.09523809523809523
5366,A,A,B,0,6,21,4,0.19047619047619047
5367,B,B,A,1,2,5,0,0.0
5368,A,B,B,0,14,43,1,0.023255813953488372
5369,B,B,A,1,2,2,0,0.0
5370,B,A,A,1,3,4,0,0.0
5371,B,B,B,1,2,3,0,0.0
5372,A,B,B,0,10,37,0,0.0
5373,A,B,A,0,2,4,0,0.0
5374,A,A,B,0,9,47,2,0.0425531914893617
5375,B,B,A,1,8,42,0,0.0
5376,B,B,A,1,4,6,0,0.0
5377,A,A,B,0,12,53,0,0.0
5378,A,B,A,0,19,65,0,0.0
5379,B,A,B,1,2,3,0,0.0
5380,A,B,A,0,3,4,0,0.0
5381,B,B,B,1,3,4,0,0.0
5382,B,B,A,1,3,4,0,0.0
5383,B,B,A,1,3,4,0,0.0
5384,B,B,B,1,4,6,0,0.0
5385,B,B,A,1,7,63,1,0.015873015873015872
5386,B,A,B,1,3,3,0,0.0
5387,B,A,A,1,7,36,1,0.027777777777777776
5388,B,A,B,1,16,59,0,0.0
5389,A,A,A,0,15,42,1,0.023809523809523808
5390,B,B,B,1,3,4,0,0.0
5391,A,B,A,0,23,53,1,0.018867924528301886
5392,A,B,A,0,10,57,3,0.05263157894736842
5393,A,A,B,0,11,43,1,0.023255813953488372
5394,A,B,B,0,17,55,0,0.0
5395,B,A,A,1,13,44,1,0.022727272727272728
5396,B,B,B,1,3,7,0,0.0
5397,A,B,B,0,3,6,0,0.0
5398,A,A,B,0,4,21,2,0.09523809523809523
5399,A,A,B,0,16,67,1,0.014925373134328358
5400,A,A,A,0,8,56,1,0.017857142857142856
5401,B,B,B,1,5,23,5,0.21739130434782608
5402,A,B,B,0,15,62,2,0.03225806451612903
5403,A,A,B,0,11,49,0,0.0
5404,B,A,A,1,12,53,1,0.018867924528301886
5405,B,A,B,1,3,5,0,0.0
5406,B,B,A,1,4,5,0,0.0
5407,A,B,B,0,13,49,1,0.02040816326530612
5408,A,A,B,0,18,45,0,0.0
5409,A,A,B,0,2,3,0,0.0
5410,A,A,B,0,11,57,0,0.0
5411,A,B,B,0,12,47,0,0.0
5412,A,A,B,0,12,48,0,0.0
5413,B,A,B,1,13,51,0,0.0
5414,A,B,B,0,3,6,0,0.0
5415,B,A,B,1,12,53,0,0.0
5416,B,B,B,1,12,53,2,0.03773584905660377
5417,B,A,B,1,2,3,0,0.0
5418,B,B,A,1,4,5,0,0.0
5419,B,A,A,1,13,48,1,0.020833333333333332
5420,A,B,A,0,10,57,1,0.017543859649122806
5421,A,B,A,0,19,56,1,0.017857142857142856
5422,A,B,B,0,10,44,0,0.0
5423,A,A,A,0,11,40,2,0.05
5424,A,B,B,0,18,63,0,0.0
5425,B,A,B,1,9,45,1,0.022222222222222223
5426,B,A,A,1,11,55,0,0.0
5427,A,B,A,0,2,6,0,0.0
5428,A,B,A,0,3,14,1,0.07142857142857142
5429,B,B,B,1,11,46,0,0.0
5430,A,A,B,0,14,48,0,0.0
5431,B,B,B,1,5,9,0,0.0
5432,A,A,A,0,11,42,0,0.0
5433,B,A,B,1,4,7,0,0.0
5434,B,B,A,1,2,5,0,0.0
5435,B,A,B,1,2,3,0,0.0
5436,A,A,B,0,3,4,0,0.0
5437,A,A,B,0,4,5,0,0.0
5438,A,B,B,0,3,5,0,0.0
5439,A,A,A,0,14,59,0,0.0
5440,A,B,B,0,12,46,0,0.0
5441,A,B,A,0,12,57,1,0.017543859649122806
5442,B,A,B,1,4,8,0,0.0
5443,B,B,A,1,3,4,0,0.0
5444,B,A,B,1,4,5,0,0.0
5445,A,B,B,0,3,5,0,0.0
5446,B,A,A,1,4,7,0,0.0
5447,B,B,B,1,2,3,0,0.0
